,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Keywords,Organization Categories
11337,0.0,0.0,1.0,0.0,2017-05-04,Fidelity National Financial,True,3.0,True,False,False,False,False,False,False,"['financial', 'national', 'fidelity']",Healthcare
11338,0.0,0.0,1.0,0.0,2017-05-04,Agri Beef Co.,True,186.0,False,False,False,True,True,False,False,"['co', 'beef', 'agri']",Corporation
11339,0.0,0.0,1.0,0.0,2017-05-04,McLean Hospital,True,2.0,True,False,False,False,True,False,False,"['mclean', 'hospital']",Other
11340,0.0,0.0,0.0,1.0,2017-05-05,Queens Oak Advisors,True,4.0,True,True,False,False,True,False,False,"['advisors', 'queens', 'oak']",Other
11341,0.0,0.0,1.0,0.0,2017-05-05,Northwestern College,True,1.0,True,False,False,False,False,False,False,"['northwestern', 'college']",Corporation
11342,0.0,1.0,0.0,0.0,2017-05-05,"Charles Schwab & Co., Inc.",True,1.0,False,True,False,False,False,False,False,"['inc', 'schwab', 'charles']",Corporation
11343,0.0,1.0,0.0,0.0,2017-05-05,"Solera Holdings, Inc.",True,5.0,True,False,False,False,True,False,False,"['holdings', 'inc', 'solera']",Corporation
11344,0.0,1.0,0.0,0.0,2017-05-05,Savers Bank,False,1.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11345,0.0,1.0,0.0,0.0,2017-05-08,"American Express Travel Related Services, Inc.",False,2.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11346,0.0,1.0,0.0,0.0,2017-05-08,Savers Bank,False,9.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11347,0.0,1.0,0.0,0.0,2017-05-08,Eastern Bank,False,3972.0,False,False,False,True,False,False,False,"['bank', 'eastern']",Finance
11348,0.0,1.0,0.0,0.0,2017-05-08,Savers Bank,False,69.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11349,0.0,1.0,0.0,0.0,2017-05-08,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11350,0.0,1.0,0.0,0.0,2017-05-08,"Intuit, Inc.",True,35.0,True,False,True,False,True,False,False,"['inc', 'intuit']",Corporation
11351,0.0,1.0,0.0,0.0,2017-05-08,Santander,True,1.0,False,True,False,False,True,False,False,['santander'],Other
11352,0.0,1.0,0.0,0.0,2017-05-08,Ives & Sultan LLP,True,29.0,True,False,False,False,True,False,False,"['ives', 'sultan', 'llp']",Other
11353,0.0,1.0,0.0,0.0,2017-05-08,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
11354,0.0,1.0,0.0,0.0,2017-05-08,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
11355,0.0,1.0,0.0,0.0,2017-05-08,Genpact,True,99.0,True,False,False,False,True,False,False,['genpact'],Other
11356,0.0,1.0,0.0,0.0,2017-05-09,Simple,True,34.0,False,True,False,False,True,False,False,['simple'],Other
11357,0.0,1.0,0.0,0.0,2017-05-09,"American Express Travel Related Services, Inc.",False,2.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11358,0.0,0.0,1.0,0.0,2017-05-09,MassMutual Financial Group,True,2.0,True,True,True,False,True,False,False,"['financial', 'massmutual', 'group']",Healthcare
11359,0.0,1.0,0.0,0.0,2017-05-09,Massachusetts General Hospital,True,1.0,False,True,False,False,False,False,False,"['general', 'massachusetts', 'hospital']",Other
11360,0.0,1.0,0.0,0.0,2017-05-10,The Village Bank,False,23.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11361,0.0,0.0,1.0,0.0,2017-05-10,The Village Bank,False,5.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11362,0.0,1.0,0.0,0.0,2017-05-10,Salem Five,False,1037.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11363,0.0,1.0,0.0,0.0,2017-05-10,"Intuit, Inc.",True,2.0,True,False,True,False,True,False,False,"['inc', 'intuit']",Corporation
11364,0.0,1.0,0.0,0.0,2017-05-11,Salem Five,False,2.0,False,True,False,False,True,False,False,"['five', 'salem']",Finance
11365,0.0,1.0,0.0,0.0,2017-05-11,ExamOne (a Quest Diagnostics company),True,1.0,True,False,False,False,True,False,False,"['examone', 'diagnostics', 'quest', 'company']",Healthcare
11366,0.0,0.0,1.0,0.0,2017-05-11,"ITA Group, Inc.",True,8.0,False,True,False,False,True,False,False,"['ita', 'inc', 'group']",Corporation
11367,0.0,1.0,0.0,0.0,2017-05-11,Savers Bank,False,1.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11368,0.0,1.0,0.0,0.0,2017-05-11,Enterprise Rent-A-Car,True,1.0,True,False,True,False,True,False,False,['enterprise'],Technology
11369,0.0,1.0,0.0,0.0,2017-05-11,"Bechtel Oil, Gas & Chemicals Construction Services, Inc.",True,1.0,True,False,False,False,False,False,False,"['services', 'construction', 'gas', 'oil', 'chemicals', 'inc', 'bechtel']",Technology
11370,0.0,0.0,1.0,0.0,2017-05-12,"Tatcha, LLC",True,138.0,False,False,False,True,True,False,False,"['tatcha', 'llc']",Corporation
11371,0.0,1.0,0.0,0.0,2017-05-12,HD Vest Investment Services,True,1.0,True,False,False,False,False,False,False,"['investment', 'services', 'hd', 'vest']",Finance
11372,0.0,1.0,0.0,0.0,2017-05-12,Salem Five,True,1.0,True,True,False,False,True,False,False,"['five', 'salem']",Finance
11373,0.0,1.0,0.0,0.0,2017-05-12,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,"['pilgrim', 'bank']",Finance
11374,0.0,1.0,0.0,0.0,2017-05-12,Taunton HealthCare Center LLC d/b/a Longmeadow of Taunton,True,42.0,True,False,True,False,True,False,False,"['taunton', 'longmeadow', 'healthcare', 'llc', 'center']",Technology
11375,0.0,1.0,0.0,0.0,2017-05-12,Savers Bank,False,3.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11376,0.0,1.0,0.0,0.0,2017-05-12,Massachusetts Mutual Life Insurance Company,True,1.0,True,False,False,False,True,False,False,"['life', 'mutual', 'insurance', 'company', 'massachusetts']",Finance
11377,0.0,1.0,0.0,0.0,2017-05-15,Indigo Wild,False,558.0,False,False,False,True,False,False,False,"['wild', 'indigo']",Other
11378,0.0,1.0,0.0,0.0,2017-05-15,University Of New Mexico Foundation,True,148.0,False,True,False,False,True,False,False,"['new', 'mexico', 'foundation', 'university']",Corporation
11379,0.0,0.0,1.0,0.0,2017-05-15,Savers Bank,False,1.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11380,0.0,1.0,0.0,0.0,2017-05-15,Savers Bank,False,1.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11381,0.0,1.0,0.0,0.0,2017-05-15,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,"['trust', 'rockland', 'company']",Corporation
11382,0.0,1.0,0.0,0.0,2017-05-15,Rockland Trust Company,True,1.0,False,True,False,False,False,False,False,"['trust', 'rockland', 'company']",Corporation
11383,0.0,1.0,0.0,0.0,2017-05-15,KURU Footwear,True,406.0,False,False,False,True,False,False,False,"['footwear', 'kuru']",Other
11384,0.0,1.0,0.0,0.0,2017-05-15,Salem Five,False,3.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11385,0.0,1.0,0.0,0.0,2017-05-15,Mutual One Bank,False,13.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
11386,0.0,1.0,0.0,0.0,2017-05-15,Bank of Canton,True,1.0,True,True,False,False,False,False,False,"['canton', 'bank']",Technology
11388,0.0,1.0,0.0,0.0,2017-05-15,PolkBeder LLC,True,7.0,True,False,False,False,True,False,False,"['polkbeder', 'llc']",Corporation
11389,0.0,1.0,0.0,0.0,2017-05-15,National Marrow Donor Program/ Be The Match,True,54.0,True,False,True,False,True,False,False,"['national', 'donor', 'match', 'marrow']",Other
11390,0.0,1.0,0.0,0.0,2017-05-16,"Nicopure Labs, LLC",True,502.0,False,False,False,True,False,False,False,"['nicopure', 'llc', 'labs']",Corporation
11391,0.0,1.0,0.0,0.0,2017-05-16,The United States Life Insurance Company,True,1.0,False,True,False,False,False,False,False,"['life', 'insurance', 'company', 'states', 'united']",Finance
11392,0.0,1.0,0.0,0.0,2017-05-17,The Village Bank,False,11.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11393,0.0,1.0,0.0,0.0,2017-05-17,St. Mary's Credit Union,False,9.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11394,0.0,1.0,0.0,0.0,2017-05-17,"Rite Aid Online Store, Inc.",True,654.0,False,False,False,True,True,False,False,"['store', 'rite', 'online', 'inc', 'aid']",Corporation
11395,0.0,1.0,0.0,0.0,2017-05-17,Scientific Games Corporation,True,1.0,False,False,True,False,True,False,True,"['games', 'scientific', 'corporation']",Technology
11396,0.0,1.0,0.0,0.0,2017-05-17,The Village Bank,False,5.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11397,0.0,1.0,0.0,0.0,2017-05-17,"Nokia Networks and Solutions US, LLC",False,14.0,False,True,False,False,False,False,False,"['us', 'solutions', 'networks', 'nokia', 'llc']",Corporation
11398,0.0,0.0,1.0,0.0,2017-05-17,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11399,0.0,1.0,0.0,0.0,2017-05-17,AIG,True,9.0,False,True,False,False,False,False,False,['aig'],Other
11400,0.0,0.0,0.0,1.0,2017-05-18,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11401,0.0,1.0,0.0,0.0,2017-05-18,"American Express Travel Related Services, Inc.",False,551.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11402,0.0,1.0,0.0,0.0,2017-05-18,The Village Bank,False,11.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11403,0.0,1.0,0.0,0.0,2017-05-18,"American Express Travel Related Services Company, Inc.",False,1.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'company', 'inc']",Technology
11404,0.0,1.0,0.0,0.0,2017-05-18,"Ricoh USA, Inc.",False,2.0,True,True,False,False,True,False,False,"['ricoh', 'inc', 'usa']",Corporation
11405,0.0,1.0,0.0,0.0,2017-05-18,"Intuit, Inc.",True,4.0,True,False,True,False,True,False,False,"['inc', 'intuit']",Corporation
11406,0.0,1.0,0.0,0.0,2017-05-18,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
11407,0.0,1.0,0.0,0.0,2017-05-18,"Neeley-Nemeth, LLP d/b/a Barton Oaks Dental Group",True,26.0,True,False,False,False,True,False,False,"['dental', 'group', 'llp', 'oaks', 'barton']",Healthcare
11408,0.0,1.0,0.0,0.0,2017-05-18,Capital One,True,8.0,False,True,False,False,True,False,False,"['one', 'capital']",Technology
11409,0.0,1.0,0.0,0.0,2017-05-19,The Village Bank,False,5.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11410,0.0,1.0,0.0,0.0,2017-05-19,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11411,0.0,1.0,0.0,0.0,2017-05-19,The Village Bank,False,23.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11412,0.0,1.0,0.0,0.0,2017-05-19,The Village Bank,False,201.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11413,0.0,1.0,0.0,0.0,2017-05-19,Ullico Inc.,True,3.0,True,False,False,False,False,False,False,"['inc', 'ullico']",Corporation
11414,0.0,1.0,0.0,0.0,2017-05-19,"CPA Tax Planning, Certified Public Accounts",True,1.0,True,False,False,False,True,False,False,"['tax', 'public', 'planning', 'certified', 'accounts', 'cpa']",Finance
11415,0.0,1.0,0.0,0.0,2017-05-19,"TALX Corporation, a wholly owned subsidiary of Equifax, Inc.",True,349.0,True,True,False,False,True,False,False,"['subsidiary', 'owned', 'equifax', 'wholly', 'inc', 'talx', 'corporation']",Finance
11416,0.0,0.0,1.0,0.0,2017-05-19,St. Anne's Hospital,True,1.0,True,False,False,False,False,False,False,"['anne', 'hospital']",Other
11417,0.0,0.0,1.0,0.0,2017-05-19,Frontier Airlines,True,2.0,True,True,False,False,True,False,False,"['airlines', 'frontier']",Other
11418,0.0,0.0,1.0,0.0,2017-05-19,LCS-WP LLC d/b/a Walnut Place,True,4.0,True,True,True,True,True,False,False,"['walnut', 'llc', 'place']",Corporation
11419,0.0,1.0,0.0,0.0,2017-05-19,"Maddaloni, Nydick, & Keenan, P.C.",True,7.0,True,False,False,False,True,False,False,"['keenan', 'nydick', 'maddaloni']",Other
11420,0.0,1.0,0.0,0.0,2017-05-19,AT&T,True,383.0,False,False,True,False,True,False,False,[],Other
11421,0.0,1.0,0.0,0.0,2017-05-20,Salem Five,False,99.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11422,0.0,1.0,0.0,0.0,2017-05-22,"American Express Travel Related Services, Inc.",False,59.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11423,0.0,1.0,0.0,0.0,2017-05-22,St. Mary's Credit Union,False,475.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11424,0.0,1.0,0.0,0.0,2017-05-22,Citizens Financial Group,True,2.0,True,True,False,False,True,False,False,"['citizens', 'group', 'financial']",Healthcare
11425,0.0,1.0,0.0,0.0,2017-05-22,Discover,False,774.0,False,False,False,True,False,False,False,['discover'],Finance
11426,0.0,1.0,0.0,0.0,2017-05-22,Saint Anne's Hospital,True,1.0,True,False,False,False,False,False,False,"['anne', 'saint', 'hospital']",Other
11427,0.0,1.0,0.0,0.0,2017-05-22,Saint Anne's Hospital,True,3.0,False,True,False,False,False,False,False,"['anne', 'saint', 'hospital']",Other
11428,0.0,1.0,0.0,0.0,2017-05-23,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11429,0.0,1.0,0.0,0.0,2017-05-23,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11430,0.0,1.0,0.0,0.0,2017-05-23,New York Life Insurance Company,True,2.0,True,False,False,False,True,False,False,"['new', 'life', 'york', 'insurance', 'company']",Finance
11431,0.0,1.0,0.0,0.0,2017-05-23,Santander,True,1.0,True,True,False,False,True,False,False,['santander'],Other
11432,0.0,0.0,1.0,0.0,2017-05-24,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,"['trust', 'rockland', 'company']",Corporation
11433,0.0,1.0,0.0,0.0,2017-05-24,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,"['pilgrim', 'bank']",Finance
11434,0.0,1.0,0.0,0.0,2017-05-25,"Incipio, LLC",False,59.0,False,False,False,True,False,False,False,"['llc', 'incipio']",Corporation
11435,0.0,1.0,0.0,0.0,2017-05-25,"Intuit, Inc.",True,1.0,True,False,True,False,True,False,False,"['inc', 'intuit']",Corporation
11436,0.0,1.0,0.0,0.0,2017-05-25,"OptionsXpress, Inc.",True,11.0,True,True,False,False,True,False,False,"['optionsxpress', 'inc']",Corporation
11437,0.0,1.0,0.0,0.0,2017-05-25,State Street,True,1.0,False,True,False,False,False,False,False,"['street', 'state']",Finance
11438,0.0,0.0,1.0,0.0,2017-05-26,First National Bank of Pennsylvania (FNB),True,28.0,False,True,False,False,True,False,False,"['first', 'fnb', 'national', 'pennsylvania', 'bank']",Finance
11439,0.0,1.0,0.0,0.0,2017-05-26,"Chipotle Mexican Grill, Inc.",True,1.0,False,False,False,True,False,False,False,"['grill', 'inc', 'mexican', 'chipotle']",Technology
11440,0.0,1.0,0.0,0.0,2017-05-26,Bay State Savings Bank,False,68.0,False,False,False,True,False,False,False,"['bay', 'savings', 'bank', 'state']",Finance
11441,0.0,1.0,0.0,0.0,2017-05-26,"Best Buddies International, Inc.",True,1.0,True,False,False,False,True,False,False,"['international', 'buddies', 'inc', 'best']",Corporation
11442,0.0,1.0,0.0,0.0,2017-05-26,Webster Five Cents Savings Bank,False,129.0,False,False,False,True,False,False,False,"['webster', 'savings', 'five', 'cents', 'bank']",Finance
11443,0.0,1.0,0.0,0.0,2017-05-26,FastHealth Corporation,True,11.0,False,False,False,True,False,False,False,"['corporation', 'fasthealth']",Healthcare
11444,0.0,1.0,0.0,0.0,2017-05-30,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11445,0.0,1.0,0.0,0.0,2017-05-30,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11446,0.0,1.0,0.0,0.0,2017-05-30,Salem Five,False,5.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11447,0.0,1.0,0.0,0.0,2017-05-30,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11451,0.0,1.0,0.0,0.0,2017-05-30,Funding Circle,True,125.0,True,False,False,False,False,False,False,"['circle', 'funding']",Finance
11452,0.0,1.0,0.0,0.0,2017-05-30,Zillow Group,True,1.0,True,False,False,False,True,False,False,"['zillow', 'group']",Other
11453,0.0,1.0,0.0,0.0,2017-05-30,MassMutual,True,1.0,True,True,False,False,True,False,False,['massmutual'],Finance
11454,0.0,1.0,0.0,0.0,2017-05-30,"Angliss & Colohan, P.C.",True,29.0,True,True,False,False,True,False,False,"['colohan', 'angliss']",Corporation
11455,0.0,1.0,0.0,0.0,2017-05-30,Santander,True,1.0,False,False,False,True,False,False,False,['santander'],Other
11456,0.0,1.0,0.0,0.0,2017-05-30,Santander,True,2.0,False,False,False,True,False,False,False,['santander'],Other
11457,0.0,1.0,0.0,0.0,2017-05-30,Holy Family Hospital,True,1.0,True,False,False,False,True,False,False,"['hospital', 'holy', 'family']",Other
11458,0.0,0.0,1.0,0.0,2017-05-30,"Purity Cylinder Gases, Inc./Airway Oxygen Inc.",True,184.0,True,True,True,False,False,False,False,"['oxygen', 'gases', 'cylinder', 'purity', 'inc']",Corporation
11459,0.0,1.0,0.0,0.0,2017-05-30,"Trojan Battery Sales, LLC",True,1.0,True,False,False,False,True,False,False,"['sales', 'trojan', 'llc', 'battery']",Finance
11460,0.0,1.0,0.0,0.0,2017-05-30,"Char-Broil, LLC",True,405.0,False,False,False,True,True,False,False,['llc'],Corporation
11461,0.0,1.0,0.0,0.0,2017-05-31,"American Express Travel Related Services, Inc.",False,2.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11462,0.0,1.0,0.0,0.0,2017-05-31,BMO Harris Bank N.A.,True,126.0,True,True,False,False,True,False,False,"['bmo', 'harris', 'bank']",Finance
11463,0.0,1.0,0.0,0.0,2017-05-31,Pioneer Valley Books,True,26.0,False,False,False,True,False,False,False,"['books', 'valley', 'pioneer']",Other
11464,0.0,1.0,0.0,0.0,2017-05-31,Massachusetts Higher Education Assistance Corporation d/b/a American Student Assistance,True,28.0,True,False,False,False,True,False,False,"['higher', 'student', 'assistance', 'american', 'education', 'massachusetts', 'corporation']",Technology
11465,0.0,0.0,1.0,0.0,2017-05-31,St. Mary's Credit Union,False,19.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11466,0.0,1.0,0.0,0.0,2017-06-01,"American Express Travel Related Services, Inc.",False,15.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11467,0.0,1.0,0.0,0.0,2017-06-01,"News America Marketing In-Store Services, L.L.C.",False,25.0,True,True,True,False,True,False,False,"['news', 'marketing', 'services', 'america']",Technology
11468,0.0,1.0,0.0,0.0,2017-06-01,Salem Five,False,4.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11469,0.0,1.0,0.0,0.0,2017-06-01,Campbell Union High School District,True,1.0,True,False,False,False,True,False,False,"['campbell', 'high', 'district', 'union', 'school']",Technology
11470,0.0,1.0,0.0,0.0,2017-06-01,Crimson Trace Corporation,True,83.0,False,False,False,True,True,False,False,"['crimson', 'corporation', 'trace']",Corporation
11471,0.0,1.0,0.0,0.0,2017-06-01,"American Express Travel Related Services, Inc.",False,2.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11472,0.0,1.0,0.0,0.0,2017-06-01,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11473,0.0,1.0,0.0,0.0,2017-06-01,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11474,0.0,0.0,1.0,0.0,2017-06-02,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,"['pilgrim', 'bank']",Finance
11475,0.0,1.0,0.0,0.0,2017-06-02,Savers Bank,False,1.0,False,False,False,True,False,False,False,"['savers', 'bank']",Finance
11476,0.0,1.0,0.0,0.0,2017-06-02,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11477,0.0,1.0,0.0,0.0,2017-06-02,"O'Brien Riley & Ryan, P.C.",True,155.0,True,True,False,True,True,False,False,"['riley', 'ryan']",Other
11478,0.0,1.0,0.0,0.0,2017-06-02,Township of Springfield,True,39.0,True,False,True,True,True,False,False,"['springfield', 'township']",Other
11479,0.0,1.0,0.0,0.0,2017-06-02,"Signature Hardware, Inc.",True,238.0,False,False,False,True,True,False,False,"['hardware', 'signature', 'inc']",Corporation
11480,0.0,1.0,0.0,0.0,2017-06-02,TALX Corporation,True,5.0,True,False,False,False,True,False,False,"['talx', 'corporation']",Corporation
11481,0.0,0.0,1.0,0.0,2017-06-02,Café Services,True,30.0,False,False,False,True,False,False,False,"['services', 'café']",Technology
11482,0.0,1.0,0.0,0.0,2017-06-02,SingerLewak LLP,True,2.0,True,True,False,False,True,False,False,"['llp', 'singerlewak']",Other
11483,0.0,1.0,0.0,0.0,2017-06-02,"American Express Travel Related Services, Inc.",False,1.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11484,0.0,1.0,0.0,0.0,2017-06-02,Eagle Bank,False,25.0,False,False,False,True,False,False,False,"['bank', 'eagle']",Finance
11485,0.0,1.0,0.0,0.0,2017-06-02,Avidia Bank,False,1.0,True,True,True,False,False,False,False,"['avidia', 'bank']",Finance
11486,0.0,1.0,0.0,0.0,2017-06-02,Avidia Bank,True,1.0,False,True,False,False,False,False,False,"['avidia', 'bank']",Finance
11487,0.0,1.0,0.0,0.0,2017-06-02,YNAP Corporation,False,1.0,True,False,False,False,True,False,False,"['ynap', 'corporation']",Corporation
11488,0.0,1.0,0.0,0.0,2017-06-02,Watertown Savings Bank,False,57.0,False,False,False,True,False,False,False,"['savings', 'watertown', 'bank']",Finance
11489,0.0,1.0,0.0,0.0,2017-06-02,"Keith M. Southwood, CPA, Inc.",False,2.0,True,True,False,False,True,False,False,"['keith', 'southwood', 'cpa', 'inc']",Corporation
11490,0.0,1.0,0.0,0.0,2017-06-05,"Gamestop, Inc.",True,34175.0,False,False,False,True,True,False,False,"['gamestop', 'inc']",Corporation
11491,0.0,1.0,0.0,0.0,2017-06-05,Combat Brands LLC,True,1.0,False,False,False,True,False,False,False,"['brands', 'combat', 'llc']",Corporation
11492,0.0,1.0,0.0,0.0,2017-06-06,Onia LLC,True,15.0,False,False,False,True,False,False,False,"['llc', 'onia']",Corporation
11493,0.0,1.0,0.0,0.0,2017-06-06,"Jas. Townsend & Son, Inc.",True,87.0,False,False,False,True,False,False,False,"['townsend', 'jas', 'son', 'inc']",Corporation
11494,0.0,1.0,0.0,0.0,2017-06-06,The Commonwealth of Massachusetts Department of Revenue,False,2.0,True,False,False,False,False,False,False,"['commonwealth', 'revenue', 'massachusetts', 'department']",Corporation
11495,0.0,1.0,0.0,0.0,2017-06-06,The Commonwealth of Massachusetts Department of Revenue,True,1.0,True,False,False,False,False,False,False,"['commonwealth', 'revenue', 'massachusetts', 'department']",Corporation
11496,0.0,1.0,0.0,0.0,2017-06-06,Eagle Bank,False,74.0,False,False,False,True,False,False,False,"['bank', 'eagle']",Finance
11497,0.0,1.0,0.0,0.0,2017-06-06,Massachusetts General Hospital,True,1.0,False,True,False,False,False,False,False,"['general', 'massachusetts', 'hospital']",Other
11498,0.0,0.0,1.0,0.0,2017-06-06,"GameStop, Inc.",True,1.0,True,False,False,False,True,False,False,"['gamestop', 'inc']",Corporation
11499,0.0,1.0,0.0,0.0,2017-06-06,"American Express Travel Related Services, Inc.",False,1.0,False,False,False,True,False,False,False,"['express', 'services', 'travel', 'related', 'american', 'inc']",Technology
11500,0.0,1.0,0.0,0.0,2017-06-06,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,"['one', 'mutual', 'bank']",Finance
11501,0.0,1.0,0.0,0.0,2017-06-07,"Freedom Smokes, Inc.",True,439.0,False,False,False,True,False,False,False,"['freedom', 'smokes', 'inc']",Corporation
11502,0.0,1.0,0.0,0.0,2017-06-07,The Village Bank,False,1.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11503,0.0,1.0,0.0,0.0,2017-06-07,Republic Bank & Trust,True,3.0,True,False,True,False,True,False,False,"['trust', 'republic', 'bank']",Finance
11504,0.0,1.0,0.0,0.0,2017-06-07,The Village Bank,False,22.0,False,False,False,True,False,False,False,"['bank', 'village']",Finance
11505,0.0,1.0,0.0,0.0,2017-06-07,Citizens Financial Group,True,1.0,True,True,False,False,True,False,False,"['citizens', 'group', 'financial']",Healthcare
11506,0.0,1.0,0.0,0.0,2017-06-07,"Securities America, Inc.",True,2.0,True,True,False,False,True,False,False,"['america', 'inc', 'securities']",Technology
11507,0.0,1.0,0.0,0.0,2017-06-07,Citizens Financial Group,True,3.0,False,False,False,True,False,False,False,"['citizens', 'group', 'financial']",Healthcare
11508,0.0,1.0,0.0,0.0,2017-06-07,Citizens Financial Group,True,342.0,False,False,False,True,False,False,False,"['citizens', 'group', 'financial']",Healthcare
11509,0.0,1.0,0.0,0.0,2017-06-07,St. Mary's Credit Union,False,93.0,False,False,False,True,False,False,False,"['union', 'mary', 'credit']",Healthcare
11510,0.0,1.0,0.0,0.0,2017-06-07,"Jewelry.com, a division of Richline Group, Inc.",True,166.0,False,False,False,True,False,False,False,"['division', 'richline', 'inc', 'group']",Healthcare
11511,0.0,1.0,0.0,0.0,2017-06-07,"RJD, LLC d/b/a Guardian Technologies LLC",True,1.0,False,False,False,True,True,False,False,"['guardian', 'rjd', 'llc', 'technologies']",Technology
11512,1.0,0.0,0.0,0.0,2017-06-08,Leader Bank,True,307.0,True,True,False,False,True,False,False,"['bank', 'leader']",Finance
11513,0.0,1.0,0.0,0.0,2017-06-08,The Forum for Youth Investment,True,2.0,True,False,False,False,True,False,False,"['youth', 'forum', 'investment']",Finance
11514,0.0,1.0,0.0,0.0,2017-06-08,Salem Five,False,691.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11515,0.0,1.0,0.0,0.0,2017-06-08,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11516,0.0,1.0,0.0,0.0,2017-06-08,Salem Five,False,4.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11517,0.0,1.0,0.0,0.0,2017-06-08,Salem Five,False,1.0,False,False,False,True,False,False,False,"['five', 'salem']",Finance
11518,0.0,1.0,0.0,0.0,2017-06-08,The Fiduciary Group,True,2.0,True,True,False,False,True,False,False,"['fiduciary', 'group']",Other
