,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Keywords,Organization Categories
0,0.0,1.0,0.0,0.0,2007-08-16,Hewlett Packard Company,False,52.0,True,False,False,False,True,False,True,"['packard', 'company', 'hewlett']",Technology
1,0.0,1.0,0.0,0.0,2007-09-11,Kraft Foods,False,460.0,True,False,False,False,True,False,True,"['kraft', 'foods']",Other
2,0.0,1.0,0.0,0.0,2007-09-12,The Hartford,False,18.0,True,True,False,False,True,False,False,['hartford'],Finance
3,0.0,0.0,0.0,1.0,2007-09-21,Symantec Corporation,False,1.0,True,False,False,False,True,False,False,"['symantec', 'corporation']",Technology
5,0.0,1.0,0.0,0.0,2007-10-09,Daymon Worldwide Inc.,False,1416.0,True,False,False,False,False,False,False,"['worldwide', 'inc', 'daymon']",Corporation
6,0.0,1.0,0.0,0.0,2007-10-20,Blockbuster Video,False,86.0,False,False,True,True,False,False,True,"['video', 'blockbuster']",Other
7,0.0,1.0,0.0,0.0,2007-10-26,American Academy of Pediatrics,False,7.0,True,False,False,False,True,False,True,"['pediatrics', 'american', 'academy']",Technology
8,0.0,1.0,0.0,0.0,2007-10-30,New England School of Law,False,2870.0,True,False,False,False,False,False,False,"['new', 'england', 'law', 'school']",Other
9,0.0,1.0,0.0,0.0,2007-11-03,MeadWestvaco,False,586.0,True,False,False,False,True,False,False,['meadwestvaco'],Corporation
10,0.0,0.0,1.0,0.0,2007-11-07,Computershare,False,2.0,True,True,False,False,True,True,False,['computershare'],Finance
11,0.0,0.0,0.0,1.0,2007-11-14,The Commonwealth of MA - Executive Office of Elder Affairs,False,2.0,False,True,False,False,False,False,False,"['office', 'executive', 'affairs', 'commonwealth', 'elder']",Corporation
12,0.0,0.0,1.0,0.0,2007-11-16,The Horace Mann Companies,False,1.0,True,False,False,False,False,False,True,"['mann', 'horace', 'companies']",Finance
13,0.0,1.0,0.0,0.0,2007-11-16,Harvard University,False,41.0,True,False,False,False,False,False,False,"['harvard', 'university']",Other
14,0.0,0.0,1.0,0.0,2007-11-23,General Cable,False,19.0,True,False,False,False,False,False,False,"['general', 'cable']",Technology
15,0.0,1.0,0.0,0.0,2007-11-26,Beth Israel Deaconess Family Medicine,False,53.0,True,False,False,False,False,False,False,"['family', 'medicine', 'beth', 'deaconess', 'israel']",Healthcare
16,0.0,1.0,0.0,0.0,2007-11-30,HellerEhrman LLP,False,1.0,True,False,False,False,True,False,True,"['hellerehrman', 'llp']",Other
17,0.0,1.0,0.0,0.0,2007-12-03,Fidelity Investments,False,73.0,True,True,False,False,False,False,False,"['investments', 'fidelity']",Finance
18,0.0,1.0,0.0,0.0,2007-12-03,"Oracle USA, Inc.",False,78.0,True,False,False,False,True,False,True,"['oracle', 'inc', 'usa']",Technology
19,0.0,1.0,0.0,0.0,2007-12-03,Prudential Financial,False,954.0,True,True,False,False,True,False,False,"['financial', 'prudential']",Healthcare
20,0.0,0.0,1.0,0.0,2007-12-04,Ortho-Clinical Diganostics,False,23.0,True,False,False,False,False,False,False,['diganostics'],Technology
21,0.0,0.0,1.0,0.0,2007-12-06,The Northwestern Mutual Life Insurance Company,False,3.0,True,False,False,False,True,False,False,"['northwestern', 'life', 'mutual', 'insurance', 'company']",Finance
22,0.0,1.0,0.0,0.0,2007-12-06,Northwestern Mutual,True,3.0,True,False,False,False,True,False,False,"['mutual', 'northwestern']",Finance
23,0.0,1.0,0.0,0.0,2007-12-17,"Peerless Industries, Inc.",False,33.0,False,False,False,True,False,True,True,"['peerless', 'inc', 'industries']",Corporation
24,0.0,0.0,1.0,0.0,2007-12-18,"Forrester Research, Inc.",False,986.0,True,False,False,False,True,False,True,"['forrester', 'inc', 'research']",Technology
25,0.0,0.0,0.0,1.0,2007-12-18,210 Footwear Foundation,False,8.0,False,False,False,True,False,False,False,"['footwear', '210', 'foundation']",Corporation
26,0.0,0.0,1.0,0.0,2007-12-20,Family Health Center of Worcester,False,2.0,False,False,False,False,False,False,False,"['center', 'health', 'family', 'worcester']",Healthcare
27,0.0,1.0,0.0,0.0,2007-12-20,UMass Memorial,False,3.0,False,True,False,True,False,False,False,"['umass', 'memorial']",Other
28,0.0,1.0,0.0,0.0,2007-12-21,Watertown Public Schools,False,499.0,True,False,False,False,False,False,True,"['watertown', 'schools', 'public']",Other
29,0.0,0.0,1.0,0.0,2007-12-21,HSBC Mortgage Corporation,False,219.0,True,False,False,False,True,False,False,"['hsbc', 'mortgage', 'corporation']",Finance
30,0.0,1.0,0.0,0.0,2007-12-21,Fidelity Investments,False,4.0,True,False,False,False,True,False,False,"['investments', 'fidelity']",Finance
31,0.0,0.0,1.0,0.0,2007-12-24,"Electrical Workers Deferred Income Fund Local 103, I.B.E.W",False,9000.0,True,True,False,False,False,False,True,"['income', 'electrical', '103', 'fund', 'local', 'deferred', 'workers']",Technology
33,0.0,1.0,0.0,0.0,2008-01-09,Prudential Financial,False,13.0,False,True,False,False,True,False,False,"['financial', 'prudential']",Healthcare
34,0.0,1.0,0.0,0.0,2008-01-14,Robotic Industries Association,False,23.0,False,False,False,True,False,False,False,"['robotic', 'association', 'industries']",Corporation
35,0.0,1.0,0.0,0.0,2008-01-14,T. Rowe Price,False,1369.0,True,False,False,False,True,False,True,"['price', 'rowe']",Finance
36,0.0,1.0,0.0,0.0,2008-01-16,Franklin University,False,7.0,True,False,False,False,False,False,False,"['franklin', 'university']",Other
37,0.0,1.0,0.0,0.0,2008-01-17,Northeastern Universtiy,False,418.0,True,False,False,False,False,False,False,"['northeastern', 'universtiy']",Other
38,0.0,0.0,1.0,0.0,2008-01-18,Science Applications International Corporation,False,3.0,False,False,False,True,False,True,False,"['applications', 'international', 'corporation', 'science']",Technology
39,0.0,1.0,0.0,0.0,2008-01-23,Mariner Health Care,False,283.0,True,True,False,False,True,False,True,"['health', 'care', 'mariner']",Technology
41,0.0,0.0,1.0,0.0,2008-01-25,Massachusetts General Physicians Organization (MGPO),False,1.0,True,False,False,False,False,False,False,"['physicians', 'mgpo', 'organization', 'general', 'massachusetts']",Healthcare
42,0.0,1.0,0.0,0.0,2008-01-25,GE Aviation Systems,False,1.0,True,False,False,False,False,False,True,"['ge', 'aviation', 'systems']",Technology
43,0.0,0.0,1.0,0.0,2008-01-25,Target Financial Services,False,16.0,True,False,False,True,True,False,False,"['financial', 'target', 'services']",Healthcare
44,0.0,1.0,0.0,0.0,2008-01-25,The Hartford,False,1.0,True,False,False,False,True,False,False,['hartford'],Finance
45,0.0,1.0,0.0,0.0,2008-01-25,Fallon Community Health Plan,False,29641.0,True,False,False,False,True,False,True,"['plan', 'health', 'community', 'fallon']",Healthcare
46,0.0,1.0,0.0,0.0,2008-01-29,Comcast,False,7.0,False,False,False,True,True,False,False,['comcast'],Technology
47,0.0,1.0,0.0,0.0,2008-01-30,Philips Lighting Company,False,4.0,True,False,False,False,True,False,False,"['philips', 'lighting', 'company']",Corporation
48,0.0,1.0,0.0,0.0,2008-02-01,Kiwanis International,False,226.0,False,False,False,True,False,False,False,"['international', 'kiwanis']",Corporation
51,0.0,1.0,0.0,0.0,2008-02-05,Canadian Standards Association (CSA),False,2.0,True,False,False,True,False,True,False,"['csa', 'association', 'canadian', 'standards']",Technology
52,0.0,1.0,0.0,0.0,2008-02-05,"Administrative Systems, Inc.",False,3838.0,True,False,False,False,False,False,True,"['administrative', 'inc', 'systems']",Technology
53,0.0,1.0,0.0,0.0,2008-02-06,Putnam Investments,False,2.0,True,False,False,False,False,False,False,"['putnam', 'investments']",Finance
54,0.0,0.0,0.0,1.0,2008-02-06,LexisNexis,False,5.0,True,False,True,False,True,False,False,['lexisnexis'],Technology
55,0.0,1.0,0.0,0.0,2008-02-07,D.A. Davidson & CO.,False,450.0,True,True,False,False,True,False,False,"['davidson', 'co']",Finance
56,0.0,1.0,0.0,0.0,2008-02-07,Salesforce.com,False,38.0,True,False,False,False,False,False,True,[],Finance
57,0.0,1.0,0.0,0.0,2008-02-08,Vanguard,False,1.0,True,False,False,False,False,True,False,['vanguard'],Finance
58,0.0,1.0,0.0,0.0,2008-02-08,Cross Country Staffing,False,186.0,True,False,False,False,True,False,True,"['country', 'cross', 'staffing']",Healthcare
59,0.0,1.0,0.0,0.0,2008-02-08,"Cross Country Travcorps, Inc., NovaPro, Inc., and Assignment America, Inc. dba Cross Country Staffin",False,186.0,True,False,False,False,True,False,False,"['staffin', 'cross', 'travcorps', 'america', 'dba', 'novapro', 'country', 'assignment']",Technology
60,0.0,1.0,0.0,0.0,2008-02-11,Sun Life Financial,False,2.0,False,True,False,False,True,False,False,"['financial', 'life', 'sun']",Healthcare
61,0.0,1.0,0.0,0.0,2008-02-11,Vanguard,False,1.0,True,False,False,False,False,True,False,['vanguard'],Finance
62,0.0,1.0,0.0,0.0,2008-02-13,Bank of America,False,1.0,True,True,False,False,True,False,False,"['bank', 'america']",Technology
63,0.0,0.0,1.0,0.0,2008-02-14,MBSC Securities Corporation,False,7.0,False,True,False,False,True,False,False,"['mbsc', 'corporation', 'securities']",Finance
64,0.0,1.0,0.0,0.0,2008-02-14,SYDA Foundation,False,42.0,False,False,False,True,False,False,False,"['foundation', 'syda']",Corporation
65,0.0,1.0,0.0,0.0,2008-02-14,Mass. General Physicians Organization,False,103.0,True,False,False,False,False,False,True,"['physicians', 'general', 'mass', 'organization']",Healthcare
66,0.0,1.0,0.0,0.0,2008-02-14,Vanguard,False,3.0,True,False,False,False,False,True,False,['vanguard'],Finance
67,0.0,1.0,0.0,0.0,2008-02-15,The Hartford,False,3.0,True,False,False,False,True,False,True,['hartford'],Finance
68,0.0,1.0,0.0,0.0,2008-02-15,Marlborough Hospital,False,20.0,True,True,False,False,False,False,False,"['marlborough', 'hospital']",Other
69,0.0,1.0,0.0,0.0,2008-02-19,QVC,False,1.0,False,True,False,True,False,False,False,['qvc'],Other
70,0.0,0.0,1.0,0.0,2008-02-19,J. Lohr Vineyards & Wines,False,3.0,True,True,False,False,True,False,True,"['lohr', 'vineyards', 'wines']",Other
71,0.0,0.0,1.0,0.0,2008-02-19,The Commonwealth of MA - DOE,False,263.0,True,False,False,False,False,False,True,"['commonwealth', 'doe']",Corporation
72,0.0,0.0,1.0,0.0,2008-02-25,Philips Lighting Company,False,44.0,True,False,False,False,True,False,True,"['philips', 'lighting', 'company']",Corporation
73,0.0,1.0,0.0,0.0,2008-02-27,Republic Bank & Trust Company,False,68.0,True,False,False,False,False,False,False,"['trust', 'company', 'republic', 'bank']",Finance
74,0.0,1.0,0.0,0.0,2008-02-27,Nestle Waters North America Inc.,False,495.0,True,False,False,False,True,False,True,"['america', 'north', 'waters', 'nestle', 'inc']",Technology
75,0.0,1.0,0.0,0.0,2008-02-29,Boston Private Bank & Trust Company,False,1.0,True,True,False,True,False,False,False,"['trust', 'private', 'company', 'boston', 'bank']",Finance
76,0.0,0.0,1.0,0.0,2008-03-03,Massachusetts Mutual Life Insurance Company,False,1.0,True,False,False,False,False,False,False,"['life', 'mutual', 'insurance', 'company', 'massachusetts']",Finance
77,0.0,1.0,0.0,0.0,2008-03-05,Vanguard,False,1.0,False,True,False,False,False,False,False,['vanguard'],Finance
78,0.0,1.0,0.0,0.0,2008-03-05,Kraft Foods,False,224.0,True,False,False,False,True,False,True,"['kraft', 'foods']",Other
79,0.0,1.0,0.0,0.0,2008-03-06,"LEAF Financial Corporation Merit Capital Advance, LLC",False,3.0,True,False,False,False,False,False,True,"['leaf', 'financial', 'capital', 'merit', 'llc', 'advance', 'corporation']",Technology
80,0.0,1.0,0.0,0.0,2008-03-06,Vanguard,False,1.0,False,True,False,False,False,False,False,['vanguard'],Finance
81,0.0,1.0,0.0,0.0,2008-03-07,Vanguard,False,1.0,True,False,False,False,False,False,False,['vanguard'],Finance
82,0.0,1.0,0.0,0.0,2008-03-07,Education Management Corporation,False,3.0,True,False,False,False,False,False,True,"['management', 'education', 'corporation']",Technology
83,0.0,1.0,0.0,0.0,2008-03-10,Starling Insurance and Associates,False,19.0,True,False,False,False,True,False,True,"['starling', 'insurance', 'associates']",Finance
84,0.0,1.0,0.0,0.0,2008-03-11,"F.A. Carmichael  Dentistry, Inc.",False,1015.0,True,False,False,False,False,False,True,"['dentistry', 'inc', 'carmichael']",Technology
85,0.0,1.0,0.0,0.0,2008-03-11,Priority Health,False,13.0,True,False,False,False,False,False,False,"['health', 'priority']",Healthcare
86,0.0,1.0,0.0,0.0,2008-03-11,The Commonwealth of MA - DOE,False,1015.0,True,False,False,False,False,False,True,"['commonwealth', 'doe']",Corporation
87,0.0,1.0,0.0,0.0,2008-03-11,Wolters Kluwer,False,60.0,False,False,False,True,True,False,False,"['wolters', 'kluwer']",Technology
88,0.0,1.0,0.0,0.0,2008-03-12,Harvard University,False,1378.0,True,False,False,False,False,False,False,"['harvard', 'university']",Other
89,0.0,1.0,0.0,0.0,2008-03-12,MTV Networks,False,10.0,True,False,False,False,True,False,False,"['mtv', 'networks']",Other
90,0.0,1.0,0.0,0.0,2008-03-12,The Dental Network,False,15.0,True,False,False,False,True,False,False,"['dental', 'network']",Healthcare
91,0.0,1.0,0.0,0.0,2008-03-12,The Dental Network,True,15.0,True,False,False,False,False,False,False,"['dental', 'network']",Healthcare
92,0.0,1.0,0.0,0.0,2008-03-13,Lasell College,False,10673.0,True,False,False,True,False,False,False,"['lasell', 'college']",Corporation
93,0.0,1.0,0.0,0.0,2008-03-13,MTV Networks,False,1954.0,True,False,False,False,True,False,True,"['mtv', 'networks']",Other
94,0.0,1.0,0.0,0.0,2008-03-14,3M,False,25.0,True,False,False,False,True,False,True,['3m'],Technology
95,0.0,1.0,0.0,0.0,2008-03-14,"Toshiba America Information Systems,Inc.",False,1.0,False,False,False,True,True,False,False,"['toshiba', 'america', 'systems', 'information', 'inc']",Technology
96,0.0,1.0,0.0,0.0,2008-03-18,Northeast Investors Trust and Investors Growth Fund,False,5.0,True,True,False,False,False,False,False,"['investors', 'northeast', 'trust', 'fund', 'growth']",Finance
97,0.0,1.0,0.0,0.0,2008-03-20,"Griffin Electric, Inc.",False,380.0,True,False,False,False,True,False,True,"['inc', 'griffin', 'electric']",Corporation
98,0.0,1.0,0.0,0.0,2008-03-20,Camp Starfish,False,30.0,True,False,False,False,False,False,False,"['camp', 'starfish']",Technology
99,0.0,0.0,1.0,0.0,2008-03-21,"Toshiba America Information Systems, Inc.",False,18.0,True,False,False,False,True,False,False,"['toshiba', 'america', 'systems', 'information', 'inc']",Technology
100,0.0,1.0,0.0,0.0,2008-03-21,Genworth Finanical,False,10.0,True,False,False,False,True,False,True,"['genworth', 'finanical']",Technology
101,0.0,1.0,0.0,0.0,2008-03-21,Genica Corporation,False,0.0,False,False,False,True,False,False,False,"['genica', 'corporation']",Technology
102,0.0,1.0,0.0,0.0,2008-03-24,"Pfizer, Inc.",False,15.0,False,False,False,True,True,False,True,"['pfizer', 'inc']",Healthcare
103,0.0,1.0,0.0,0.0,2008-03-24,CitiBank,False,19.0,False,False,False,True,True,False,False,['citibank'],Finance
104,0.0,1.0,0.0,0.0,2008-03-24,"Merrimack Mortgage Company, Inc.",False,2.0,True,False,False,False,True,False,False,"['inc', 'merrimack', 'mortgage', 'company']",Finance
105,0.0,0.0,1.0,0.0,2008-03-24,Zurich American Insurance Company,False,19.0,False,False,False,False,True,False,False,"['american', 'zurich', 'insurance', 'company']",Technology
106,0.0,0.0,1.0,0.0,2008-03-25,Genworth Life and Annuity Insurance Company,False,10.0,True,False,False,False,True,False,True,"['life', 'annuity', 'insurance', 'company', 'genworth']",Finance
108,0.0,1.0,0.0,0.0,2008-03-26,"Infinity Pharmaceuticals, Inc.",False,206.0,True,False,False,False,True,False,True,"['inc', 'infinity', 'pharmaceuticals']",Technology
109,0.0,1.0,0.0,0.0,2008-03-27,"THQ, Inc.",False,99.0,True,True,False,False,True,False,True,"['thq', 'inc']",Corporation
110,0.0,1.0,0.0,0.0,2008-03-27,Museum of Science,False,128.0,False,False,False,True,True,False,False,"['science', 'museum']",Technology
111,0.0,0.0,1.0,0.0,2008-03-28,"Eastern Sales & Marketing, New England",False,69.0,True,True,False,False,False,False,False,"['new', 'sales', 'eastern', 'england', 'marketing']",Finance
113,0.0,0.0,1.0,0.0,2008-03-28,Men's Warehouse,False,4.0,True,False,False,False,True,False,False,"['men', 'warehouse']",Other
114,0.0,1.0,0.0,0.0,2008-03-28,Bank of New York Mellon Shareowner Services,False,5989.0,True,True,False,False,True,False,True,"['new', 'shareowner', 'services', 'york', 'bank', 'mellon']",Finance
115,0.0,1.0,0.0,0.0,2008-03-31,"Marriott International, Inc.",False,3.0,True,False,False,False,True,False,True,"['international', 'marriott', 'inc']",Corporation
116,0.0,1.0,0.0,0.0,2008-03-31,Synovus Financial Corp.,False,1.0,True,True,False,False,True,False,True,"['financial', 'synovus', 'corp']",Healthcare
117,0.0,1.0,0.0,0.0,2008-03-31,CitiStreet LLC,False,6.0,True,False,False,False,True,False,True,"['citistreet', 'llc']",Finance
118,0.0,1.0,0.0,0.0,2008-03-31,Citizens Bank,False,450.0,False,True,False,False,True,False,False,"['citizens', 'bank']",Finance
119,0.0,1.0,0.0,0.0,2008-04-02,UniCare,False,29.0,True,False,False,False,True,False,False,['unicare'],Technology
120,0.0,1.0,0.0,0.0,2008-04-02,Sentinel Benefits,False,10.0,True,False,False,False,True,False,False,"['sentinel', 'benefits']",Finance
122,0.0,1.0,0.0,0.0,2008-04-04,Unicare,False,29.0,True,False,False,False,True,False,False,['unicare'],Technology
123,0.0,1.0,0.0,0.0,2008-04-05,International IOR Rectifier,False,324.0,True,False,False,False,False,False,True,"['international', 'rectifier', 'ior']",Technology
124,0.0,0.0,1.0,0.0,2008-04-07,Siemens Healthcare Diagnostics Inc.,False,15.0,True,False,False,False,True,False,True,"['siemens', 'inc', 'healthcare', 'diagnostics']",Technology
125,0.0,1.0,0.0,0.0,2008-04-08,GMAC Insurance,False,1.0,True,False,False,False,True,False,True,"['gmac', 'insurance']",Finance
126,0.0,1.0,0.0,0.0,2008-04-10,"Interbank FX, LLC",False,126.0,True,False,False,False,True,False,False,"['fx', 'llc', 'interbank']",Finance
127,0.0,0.0,1.0,0.0,2008-04-11,Stryker Instruments,False,26.0,True,False,False,False,True,False,False,"['stryker', 'instruments']",Technology
128,0.0,1.0,0.0,0.0,2008-04-11,Aon Corporation,False,1.0,True,False,False,False,True,False,True,"['aon', 'corporation']",Corporation
129,0.0,0.0,1.0,0.0,2008-04-11,Fidelity Investments,False,1.0,True,True,False,False,False,False,False,"['investments', 'fidelity']",Finance
131,0.0,1.0,0.0,0.0,2008-04-14,Marshall & Ilsley Corporation,False,2.0,True,False,False,False,False,False,False,"['marshall', 'ilsley', 'corporation']",Corporation
132,0.0,1.0,0.0,0.0,2008-04-15,Mortgage Network,False,39.0,True,True,False,True,False,False,True,"['network', 'mortgage']",Finance
133,0.0,0.0,1.0,0.0,2008-04-15,Aon Corporation,False,1.0,True,False,False,False,True,False,False,"['aon', 'corporation']",Corporation
134,0.0,1.0,0.0,0.0,2008-04-16,"Purdue Pharma, LP",False,74.0,True,True,False,False,True,False,True,"['pharma', 'lp', 'purdue']",Healthcare
135,0.0,1.0,0.0,0.0,2008-04-16,The Commonwealth of MA - GIC,False,29.0,True,False,False,False,False,False,False,"['commonwealth', 'gic']",Corporation
136,0.0,1.0,0.0,0.0,2008-04-16,Citi,False,2.0,True,False,False,True,True,False,False,['citi'],Finance
137,0.0,1.0,0.0,0.0,2008-04-17,The Commonwealth of MA - RMV,False,1.0,True,False,True,False,False,False,False,"['commonwealth', 'rmv']",Corporation
138,0.0,0.0,1.0,0.0,2008-04-17,The Commonwealth of MA - RMV,False,1.0,False,False,True,False,False,False,False,"['commonwealth', 'rmv']",Corporation
139,0.0,1.0,0.0,0.0,2008-04-17,Central New England Health Alliance,False,384.0,True,False,False,False,False,False,True,"['new', 'central', 'alliance', 'england', 'health']",Healthcare
140,0.0,0.0,1.0,0.0,2008-04-18,X.L. Global Services Inc.,False,3.0,True,False,False,False,True,False,True,"['global', 'inc', 'services']",Corporation
141,0.0,1.0,0.0,0.0,2008-04-21,Columbia Capital LLC,False,10.0,True,True,False,False,False,False,True,"['capital', 'columbia', 'llc']",Technology
142,0.0,1.0,0.0,0.0,2008-04-22,The Commonwealth of MA - DPL,False,57.0,True,False,False,False,True,False,False,"['commonwealth', 'dpl']",Corporation
143,0.0,1.0,0.0,0.0,2008-04-22,Lending Tree,False,48806.0,True,False,False,False,False,False,False,"['lending', 'tree']",Finance
144,0.0,0.0,1.0,0.0,2008-04-22,SPX Corporation,False,3.0,True,True,False,False,True,False,True,"['corporation', 'spx']",Technology
145,0.0,1.0,0.0,0.0,2008-04-22,Mass General Hospital,False,34.0,True,False,False,False,False,False,True,"['general', 'mass', 'hospital']",Other
146,0.0,0.0,1.0,0.0,2008-04-22,Swimwear Boutique.com,False,323.0,False,False,False,True,True,False,False,['swimwear'],Corporation
147,0.0,1.0,0.0,0.0,2008-04-23,"Ameriprise Financial, Inc.",False,10.0,True,False,False,False,True,False,False,"['financial', 'inc', 'ameriprise']",Healthcare
148,0.0,1.0,0.0,0.0,2008-04-23,Sterling Commerce,False,326.0,True,False,False,False,True,False,False,"['commerce', 'sterling']",Corporation
150,0.0,1.0,0.0,0.0,2008-04-24,Promissor,False,57.0,True,False,False,False,True,False,False,['promissor'],Finance
151,0.0,1.0,0.0,0.0,2008-04-25,The Commonwealth of MA Teachers' Retirement System,False,1200.0,True,False,False,False,False,False,False,"['commonwealth', 'system', 'teachers', 'retirement']",Corporation
153,1.0,0.0,0.0,0.0,2008-04-28,Yeshiva University,False,4.0,True,True,False,False,False,False,True,"['yeshiva', 'university']",Other
154,0.0,0.0,1.0,0.0,2008-04-28,HSBC Retail Services,False,22.0,False,False,False,True,False,False,False,"['hsbc', 'services', 'retail']",Finance
155,0.0,1.0,0.0,0.0,2008-04-28,Bank of America,False,53.0,True,False,False,False,True,False,False,"['bank', 'america']",Technology
156,0.0,1.0,0.0,0.0,2008-05-05,"Kindred Rehab Sercvices, Inc.",False,1.0,True,False,False,False,False,False,True,"['sercvices', 'kindred', 'inc', 'rehab']",Corporation
157,0.0,0.0,1.0,0.0,2008-05-05,Sterling Jewelers Inc.,True,21.0,False,False,False,True,False,False,False,"['inc', 'jewelers', 'sterling']",Corporation
158,0.0,1.0,0.0,0.0,2008-05-05,LPL Financial Corporation,False,22.0,True,True,False,False,True,False,False,"['financial', 'lpl', 'corporation']",Healthcare
159,0.0,0.0,1.0,0.0,2008-05-05,LPL Financial Corporation,False,53.0,True,True,False,False,True,False,True,"['financial', 'lpl', 'corporation']",Healthcare
160,0.0,1.0,0.0,0.0,2008-05-05,LPL Financial Corporation,False,1.0,True,True,False,False,True,False,True,"['financial', 'lpl', 'corporation']",Healthcare
161,0.0,1.0,0.0,0.0,2008-05-05,LPL Financial Corporation,False,114.0,True,True,False,False,True,False,True,"['financial', 'lpl', 'corporation']",Healthcare
162,0.0,0.0,1.0,0.0,2008-05-05,Argosy University,False,22.0,True,False,False,False,True,False,True,"['argosy', 'university']",Other
163,0.0,1.0,0.0,0.0,2008-05-05,"Adobe Systems Incorporated (""Adobe"")",False,14.0,False,True,True,False,True,False,False,"['incorporated', 'adobe', 'systems']",Technology
164,0.0,1.0,0.0,0.0,2008-05-06,Rehabilitation Hospital of the Cape and Islands,False,26.0,True,False,False,False,False,False,False,"['islands', 'cape', 'rehabilitation', 'hospital']",Technology
165,0.0,0.0,1.0,0.0,2008-05-07,Boch Enterprises,False,1.0,True,True,False,False,False,False,False,"['boch', 'enterprises']",Corporation
166,0.0,1.0,0.0,0.0,2008-05-08,LPL Financial Corporation,False,1.0,True,True,False,False,True,False,False,"['financial', 'lpl', 'corporation']",Healthcare
167,0.0,1.0,0.0,0.0,2008-05-09,Bryant & Stratton College,False,3.0,True,False,False,False,True,False,True,"['college', 'bryant', 'stratton']",Corporation
168,0.0,1.0,0.0,0.0,2008-05-09,Progressive Insurance,False,46.0,False,False,True,False,False,False,False,"['progressive', 'insurance']",Finance
169,0.0,1.0,0.0,0.0,2008-05-12,Sodexo,False,835.0,True,False,False,False,False,False,True,['sodexo'],Other
170,0.0,1.0,0.0,0.0,2008-05-12,Vanguard,False,1.0,False,True,False,False,False,False,False,['vanguard'],Finance
171,0.0,1.0,0.0,0.0,2008-05-12,BearingPoint Management & Technology Consultants,False,7.0,True,False,False,False,True,False,True,"['management', 'technology', 'bearingpoint', 'consultants']",Technology
172,0.0,0.0,1.0,0.0,2008-05-12,Rockland Trust Company,False,35.0,False,False,False,True,False,False,False,"['trust', 'rockland', 'company']",Corporation
173,0.0,1.0,0.0,0.0,2008-05-15,The Commonwealth of MA - DOI,False,50.0,True,False,True,False,False,False,False,"['commonwealth', 'doi']",Corporation
174,0.0,0.0,1.0,0.0,2008-05-16,Capella University,False,1.0,True,False,False,False,False,False,False,"['capella', 'university']",Technology
175,0.0,1.0,0.0,0.0,2008-05-16,Axcess Financial,False,47.0,True,False,False,False,False,False,False,"['financial', 'axcess']",Healthcare
176,0.0,1.0,0.0,0.0,2008-05-19,Vanguard,False,1.0,False,True,False,False,False,False,False,['vanguard'],Finance
177,0.0,1.0,0.0,0.0,2008-05-19,Automotive Events,False,1.0,True,False,False,False,False,False,True,"['events', 'automotive']",Other
178,0.0,0.0,1.0,0.0,2008-05-19,Wells Fargo,False,114.0,True,True,False,False,False,False,False,"['fargo', 'wells']",Finance
179,0.0,1.0,0.0,0.0,2008-05-22,"Citi - CAI Hedge Fund Partners, LLC",False,5.0,True,False,False,False,True,False,False,"['partners', 'hedge', 'cai', 'citi', 'fund', 'llc']",Technology
180,0.0,0.0,1.0,0.0,2008-05-23,The Connecting Link,False,20.0,True,False,False,False,True,False,False,"['link', 'connecting']",Corporation
181,0.0,1.0,0.0,0.0,2008-05-23,AT&T,False,621.0,True,False,False,False,True,False,True,[],Other
182,0.0,1.0,0.0,0.0,2008-05-25,Jackson National Life Insurance Company,False,2.0,False,False,False,False,False,False,False,"['life', 'jackson', 'insurance', 'national', 'company']",Finance
183,0.0,1.0,0.0,0.0,2008-05-27,Jackson National Life Insurance Company,False,6.0,False,False,False,False,False,False,False,"['life', 'jackson', 'insurance', 'national', 'company']",Finance
184,0.0,0.0,1.0,0.0,2008-05-27,"RE Moulton, Inc.",False,6.0,True,False,False,False,True,False,True,"['moulton', 'inc']",Corporation
186,0.0,1.0,0.0,0.0,2008-05-27,Vanguard,False,3.0,False,False,False,False,False,False,False,['vanguard'],Finance
187,0.0,1.0,0.0,0.0,2008-05-29,State Street Bank and Trust,False,10000.0,True,True,False,False,True,False,False,"['street', 'trust', 'bank', 'state']",Finance
188,0.0,1.0,0.0,0.0,2008-05-30,Bank of New York Mellon,False,162162.0,True,True,False,True,True,False,True,"['york', 'new', 'bank', 'mellon']",Finance
189,0.0,1.0,0.0,0.0,2008-06-02,1st Source Bank,False,101.0,True,False,False,True,True,False,False,"['1st', 'source', 'bank']",Finance
190,0.0,1.0,0.0,0.0,2008-06-02,SallieMae,False,3.0,True,True,False,False,False,False,False,['salliemae'],Finance
191,0.0,1.0,0.0,0.0,2008-06-02,Crabtree & Evelyn,False,26.0,True,False,False,False,True,False,True,"['crabtree', 'evelyn']",Other
192,0.0,0.0,1.0,0.0,2008-06-02,"Gap, Inc.",False,18.0,True,False,False,False,False,False,False,"['inc', 'gap']",Corporation
